JobID           JobName     MaxRSS     ReqMem        NodeList 
------------ ---------- ---------- ---------- --------------- 
3359847      mem200_03+                31968G nid[001000,001+ 
3359847.bat+      batch                             nid001000 
3359847.ext+     extern                       nid[001000,001+ 
3359847.2391 alya_3D_l+    500204K            nid[001000,001+ 
3359847.2392 alya_3D_l+    499664K            nid[001000,001+ 
3359847.2393 alya_3D_l+    500096K            nid[001122,001+ 
3359847.2394 alya_3D_l+    500052K            nid[001253-001+ 
3359847.2395 alya_3D_l+    501216K            nid[001000,001+ 
3359847.2396 alya_3D_l+    500176K            nid[001030-001+ 
3359847.2397 alya_3D_l+    500192K            nid[001000,001+ 
3359847.2398 alya_3D_l+    500812K            nid[001420-001+ 
3359847.2399 alya_3D_l+    500144K            nid[001122,001+ 
3359847.2400 alya_3D_l+    500304K            nid[001253-001+ 
3359847.2401 alya_3D_l+    500640K            nid[001921-001+ 
3359847.2402 alya_3D_l+    501840K            nid[002657,002+ 
3359847.2403 alya_3D_l+    500208K            nid[001000,001+ 
3359847.2404 alya_3D_l+    516352K            nid[001000,001+ 
3359847.2405 alya_3D_l+    500416K            nid[001122,001+ 
3359847.2406 alya_3D_l+    500052K            nid[001122,001+ 
3359847.2407 alya_3D_l+    500124K            nid[001921-001+ 
3359847.2408 alya_3D_l+    500896K            nid[001921-001+ 
3359847.2409 alya_3D_l+    500248K            nid[001253-001+ 
3359847.2410 alya_3D_l+    515896K            nid[001000,001+ 
3359847.2411 alya_3D_l+    500156K            nid[001000,001+ 
3359847.2412 alya_3D_l+    500280K            nid[001122,001+ 
3359847.2413 alya_3D_l+    500316K            nid[001921-001+ 
3359847.2414 alya_3D_l+    499976K            nid[001921-001+ 
3359847.2415 alya_3D_l+    516384K            nid[001000,001+ 
3359847.2416 alya_3D_l+    500076K            nid[001000,001+ 
3359847.2417 alya_3D_l+    515152K            nid[001149,001+ 
3359847.2418 alya_3D_l+    505936K            nid[001122,001+ 
3359847.2419 alya_3D_l+    500568K            nid[001921-001+ 
3359847.2420 alya_3D_l+    500108K            nid[001921-001+ 
3359847.2421 alya_3D_l+    500184K            nid[001000,001+ 
3359847.2422 alya_3D_l+    514492K            nid[001149,001+ 
3359847.2423 alya_3D_l+    500104K            nid[001122,001+ 
3359847.2424 alya_3D_l+    500256K            nid[001253-001+ 
3359847.2425 alya_3D_l+    500368K            nid[001921-001+ 
3359847.2426 alya_3D_l+    516324K            nid[001921-001+ 
3359847.2427 alya_3D_l+    499660K            nid[001000,001+ 
3359847.2428 alya_3D_l+    515248K            nid[001420-001+ 
3359847.2429 alya_3D_l+    500056K            nid[001122,001+ 
3359847.2430 alya_3D_l+    500096K            nid[001253-001+ 
3359847.2431 alya_3D_l+    499980K            nid[001000,001+ 
3359847.2432 alya_3D_l+    499896K            nid[001000,001+ 
3359847.2433 alya_3D_l+    500052K            nid[001420-001+ 
3359847.2434 alya_3D_l+    500048K            nid[001420-001+ 
3359847.2435 alya_3D_l+    515948K            nid[001122,001+ 
3359847.2436 alya_3D_l+    499788K            nid[001253-001+ 
3359847.2437 alya_3D_l+    515760K            nid[001000,001+ 
3359847.2438 alya_3D_l+    516348K            nid[001000,001+ 
3359847.2439 alya_3D_l+    501668K            nid[001420-001+ 
3359847.2440 alya_3D_l+    500044K            nid[001420-001+ 
3359847.2441 alya_3D_l+    500192K            nid[001122,001+ 
3359847.2442 alya_3D_l+    500216K            nid[001253-001+ 
3359847.2443 alya_3D_l+    500128K            nid[001000,001+ 
3359847.2444 alya_3D_l+    501568K            nid[002657,002+ 
3359847.2445 alya_3D_l+    515400K            nid[001122,001+ 
3359847.2446 alya_3D_l+    500088K            nid[001122,001+ 
3359847.2447 alya_3D_l+    516176K            nid[001253-001+ 
3359847.2448 alya_3D_l+    500252K            nid[001253-001+ 
3359847.2449 alya_3D_l+    500484K            nid[001000,001+ 
3359847.2450 alya_3D_l+    516344K            nid[001921-001+ 
3359847.2451 alya_3D_l+    500256K            nid[001921-001+ 
3359847.2452 alya_3D_l+    499992K            nid[001122,001+ 
3359847.2453 alya_3D_l+    500180K            nid[001000,001+ 
3359847.2454 alya_3D_l+    505416K            nid[001000,001+ 
3359847.2455 alya_3D_l+    500236K            nid[001420-001+ 
3359847.2456 alya_3D_l+    502832K            nid[001921-001+ 
3359847.2457 alya_3D_l+    501464K            nid[001921-001+ 
3359847.2458 alya_3D_l+    500200K            nid[001122,001+ 
3359847.2459 alya_3D_l+    500016K            nid[001253-001+ 
3359847.2460 alya_3D_l+    500500K            nid[001000,001+ 
3359847.2461 alya_3D_l+    500112K            nid[001420-001+ 
3359847.2462 alya_3D_l+    516344K            nid[001921-001+ 
3359847.2463 alya_3D_l+    516204K            nid[001122,001+ 
3359847.2464 alya_3D_l+    500068K            nid[001122,001+ 
3359847.2465 alya_3D_l+    501452K            nid[001253-001+ 
3359847.2466 alya_3D_l+    500524K            nid[001000,001+ 
3359847.2467 alya_3D_l+    500276K            nid[001420-001+ 
3359847.2468 alya_3D_l+    501612K            nid[001420-001+ 
3359847.2469 alya_3D_l+    516384K            nid[001000,001+ 
3359847.2470 alya_3D_l+    500216K            nid[001122,001+ 
3359847.2471 alya_3D_l+    500096K            nid[001149,001+ 
3359847.2472 alya_3D_l+    516136K            nid[001122,001+ 
3359847.2473 alya_3D_l+    500172K            nid[001420-001+ 
3359847.2474 alya_3D_l+    500284K            nid[001420-001+ 
3359847.2475 alya_3D_l+    500028K            nid[001000,001+ 
3359847.2476 alya_3D_l+    500416K            nid[002657,002+ 
3359847.2477 alya_3D_l+    500212K            nid[001122,001+ 
3359847.2478 alya_3D_l+    499876K            nid[001253-001+ 
3359847.2479 alya_3D_l+    500292K            nid[001000,001+ 
3359847.2480 alya_3D_l+    499912K            nid[001030-001+ 
3359847.2481 alya_3D_l+    500188K            nid[001000,001+ 
3359847.2482 alya_3D_l+    500296K            nid[002657,002+ 
3359847.2483 alya_3D_l+    500064K            nid[001122,001+ 
3359847.2484 alya_3D_l+    500316K            nid[001000,001+ 
3359847.2485 alya_3D_l+    516432K            nid[001030-001+ 
3359847.2486 alya_3D_l+    500120K            nid[001000,001+ 
3359847.2487 alya_3D_l+    499836K            nid[001253-001+ 
3359847.2488 alya_3D_l+    499972K            nid[001253-001+ 
3359847.2489 alya_3D_l+    499884K            nid[001122,001+ 
3359847.2490 alya_3D_l+    500240K            nid[001000,001+ 
3359847.2491 alya_3D_l+    499932K            nid[001000,001+ 
3359847.2492 alya_3D_l+    500124K            nid[001122,001+ 
3359847.2493 alya_3D_l+    500276K            nid[001420-001+ 
3359847.2494 alya_3D_l+    500104K            nid[001253-001+ 
3359847.2495 alya_3D_l+    500064K            nid[002657,002+ 
3359847.2496 alya_3D_l+    515772K            nid[001000,001+ 
3359847.2497 alya_3D_l+    499948K            nid[001000,001+ 
3359847.2498 alya_3D_l+    500576K            nid[001122,001+ 
3359847.2499 alya_3D_l+    500304K            nid[001420-001+ 
3359847.2500 alya_3D_l+    500088K            nid[001253-001+ 
3359847.2501 alya_3D_l+    500192K            nid[002657,002+ 
3359847.2502 alya_3D_l+    515460K            nid[001149,001+ 
3359847.2503 alya_3D_l+    516196K            nid[001122,001+ 
3359847.2504 alya_3D_l+    500176K            nid[001000,001+ 
3359847.2505 alya_3D_l+    500208K            nid[001030-001+ 
3359847.2506 alya_3D_l+    500432K            nid[001000,001+ 
3359847.2507 alya_3D_l+    499820K            nid[002657,002+ 
3359847.2508 alya_3D_l+    500572K            nid[001122,001+ 
3359847.2509 alya_3D_l+    516296K            nid[001149,001+ 
3359847.2510 alya_3D_l+    518688K            nid[001194,001+ 
3359847.2511 alya_3D_l+    520184K            nid[001218,001+ 
3359847.2512 alya_3D_l+    500264K            nid[001122,001+ 
3359847.2513 alya_3D_l+    500436K            nid[001000,001+ 
3359847.2514 alya_3D_l+    500156K            nid[001000,001+ 
3359847.2515 alya_3D_l+    500164K            nid[001000,001+ 
3359847.2516 alya_3D_l+    500116K            nid[001253-001+ 
3359847.2517 alya_3D_l+    500032K            nid[001271,001+ 
3359847.2518 alya_3D_l+    500132K            nid[001122,001+ 
3359847.2519 alya_3D_l+    516080K            nid[001122,001+ 
3359847.2520 alya_3D_l+    500164K            nid[001921-001+ 
3359847.2521 alya_3D_l+    499760K            nid[001000,001+ 
3359847.2522 alya_3D_l+    505208K            nid[002657,002+ 
3359847.2523 alya_3D_l+    500552K            nid[001420-001+ 
3359847.2524 alya_3D_l+    516448K            nid[001122,001+ 
3359847.2525 alya_3D_l+    500408K            nid[001149,001+ 
3359847.2526 alya_3D_l+    500200K            nid[001122,001+ 
3359847.2527 alya_3D_l+    500452K            nid[001000,001+ 
3359847.2528 alya_3D_l+    515232K            nid[001420-001+ 
3359847.2529 alya_3D_l+    515104K            nid[002657,002+ 
3359847.2530 alya_3D_l+    500240K            nid[001253-001+ 
3359847.2531 alya_3D_l+    500272K            nid[001000,001+ 
3359847.2532 alya_3D_l+    517004K            nid[001000,001+ 
3359847.2533 alya_3D_l+    500184K            nid[001122,001+ 
3359847.2534 alya_3D_l+    514832K            nid[001420-001+ 
3359847.2535 alya_3D_l+    500032K            nid[002657,002+ 
3359847.2536 alya_3D_l+    499948K            nid[001030-001+ 
3359847.2537 alya_3D_l+    500064K            nid[001000,001+ 
3359847.2538 alya_3D_l+    516688K            nid[001122,001+ 
3359847.2539 alya_3D_l+    500012K            nid[001253-001+ 
3359847.2540 alya_3D_l+    499944K            nid[001420-001+ 
3359847.2541 alya_3D_l+    516160K            nid[002657,002+ 
3359847.2542 alya_3D_l+    500452K            nid[001921-001+ 
3359847.2543 alya_3D_l+    500472K            nid[001000,001+ 
3359847.2544 alya_3D_l+    500480K            nid[001122,001+ 
3359847.2545 alya_3D_l+    500060K            nid[001253-001+ 
3359847.2546 alya_3D_l+    516076K            nid[001420-001+ 
3359847.2547 alya_3D_l+    500260K            nid[001921-001+ 
3359847.2548 alya_3D_l+    499980K            nid[002657,002+ 
3359847.2549 alya_3D_l+    500052K            nid[001000,001+ 
3359847.2550 alya_3D_l+    500212K            nid[001122,001+ 
3359847.2551 alya_3D_l+    500156K            nid[001253-001+ 
3359847.2552 alya_3D_l+    500672K            nid[001420-001+ 
3359847.2553 alya_3D_l+    516536K            nid[001000,001+ 
3359847.2554 alya_3D_l+    499900K            nid[001030-001+ 
3359847.2555 alya_3D_l+    499896K            nid[001000,001+ 
3359847.2556 alya_3D_l+    500600K            nid[001122,001+ 
3359847.2557 alya_3D_l+    500600K            nid[001253-001+ 
3359847.2558 alya_3D_l+    500168K            nid[001420-001+ 
3359847.2559 alya_3D_l+    500384K            nid[001000,001+ 
3359847.2560 alya_3D_l+    500188K            nid[001030-001+ 
3359847.2561 alya_3D_l+    500516K            nid[001000,001+ 
3359847.2562 alya_3D_l+    500580K            nid[001122,001+ 
3359847.2563 alya_3D_l+    500376K            nid[001253-001+ 
3359847.2564 alya_3D_l+       488M            nid[001000,001+ 
3359847.2565 alya_3D_l+    516664K            nid[001000,001+ 
3359847.2566 alya_3D_l+    500464K            nid[001921-001+ 
3359847.2567 alya_3D_l+    500088K            nid[002657,002+ 
3359847.2568 alya_3D_l+    515996K            nid[001122,001+ 
3359847.2569 alya_3D_l+    500076K            nid[001253-001+ 
3359847.2570 alya_3D_l+    500172K            nid[001000,001+ 
3359847.2571 alya_3D_l+    500424K            nid[001000,001+ 
3359847.2572 alya_3D_l+    516176K            nid[001921-001+ 
3359847.2573 alya_3D_l+    502360K            nid[001921-001+ 
3359847.2574 alya_3D_l+    500088K            nid[001122,001+ 
3359847.2575 alya_3D_l+    516020K            nid[001253-001+ 
3359847.2576 alya_3D_l+    516352K            nid[001000,001+ 
3359847.2577 alya_3D_l+    500252K            nid[001000,001+ 
3359847.2578 alya_3D_l+    500020K            nid[001122,001+ 
3359847.2579 alya_3D_l+    500392K            nid[001149,001+ 
3359847.2580 alya_3D_l+    500344K            nid[001122,001+ 
3359847.2581 alya_3D_l+    515800K            nid[001030-001+ 
3359847.2582 alya_3D_l+    499928K            nid[001000,001+ 
3359847.2583 alya_3D_l+    500368K            nid[001420-001+ 
3359847.2584 alya_3D_l+    500020K            nid[001122,001+ 
3359847.2585 alya_3D_l+    500132K            nid[001149,001+ 
3359847.2586 alya_3D_l+    500024K            nid[001122,001+ 
3359847.2587 alya_3D_l+    499884K            nid[001000,001+ 
3359847.2588 alya_3D_l+    500056K            nid[001030-001+ 
3359847.2589 alya_3D_l+    500572K            nid[001000,001+ 
3359847.2590 alya_3D_l+    500048K            nid[002657,002+ 
3359847.2591 alya_3D_l+    500372K            nid[001122,001+ 
3359847.2592 alya_3D_l+    500112K            nid[001122,001+ 
3359847.2593 alya_3D_l+    500636K            nid[001420-001+ 
3359847.2594 alya_3D_l+    500080K            nid[001253-001+ 
3359847.2595 alya_3D_l+    500380K            nid[001000,001+ 
3359847.2596 alya_3D_l+    500116K            nid[001000,001+ 
3359847.2597 alya_3D_l+    500064K            nid[001431,001+ 
3359847.2598 alya_3D_l+       489M            nid[001122,001+ 
3359847.2599 alya_3D_l+    516204K            nid[001122,001+ 
3359847.2600 alya_3D_l+    500164K            nid[001253-001+ 
3359847.2601 alya_3D_l+    500532K            nid[001000,001+ 
3359847.2602 alya_3D_l+    500272K            nid[002657,002+ 
3359847.2603 alya_3D_l+    516336K            nid[001921-001+ 
3359847.2604 alya_3D_l+    499840K            nid[001000,001+ 
3359847.2605 alya_3D_l+    516500K            nid[001030-001+ 
3359847.2606 alya_3D_l+    500280K            nid[001000,001+ 
3359847.2607 alya_3D_l+    500524K            nid[001122,001+ 
3359847.2608 alya_3D_l+    500100K            nid[002657,002+ 
3359847.2609 alya_3D_l+    500272K            nid[001921-001+ 
3359847.2610 alya_3D_l+    500240K            nid[001420-001+ 
3359847.2611 alya_3D_l+    500200K            nid[001253-001+ 
3359847.2612 alya_3D_l+    500220K            nid[001253-001+ 
3359847.2613 alya_3D_l+    500656K            nid[001000,001+ 
3359847.2614 alya_3D_l+    500108K            nid[001149,001+ 
3359847.2615 alya_3D_l+    500216K            nid[001122,001+ 
3359847.2616 alya_3D_l+    500236K            nid[001420-001+ 
3359847.2617 alya_3D_l+    500404K            nid[001253-001+ 
3359847.2618 alya_3D_l+    515920K            nid[001000,001+ 
3359847.2619 alya_3D_l+    500640K            nid[001030-001+ 
3359847.2620 alya_3D_l+    500632K            nid[001000,001+ 
3359847.2621 alya_3D_l+    500096K            nid[001122,001+ 
3359847.2622 alya_3D_l+    500040K            nid[001122,001+ 
3359847.2623 alya_3D_l+    499896K            nid[001253-001+ 
3359847.2624 alya_3D_l+    500196K            nid[001253-001+ 
3359847.2625 alya_3D_l+    499992K            nid[001122,001+ 
3359847.2626 alya_3D_l+    500156K            nid[001000,001+ 
3359847.2627 alya_3D_l+    500812K            nid[001030-001+ 
3359847.2628 alya_3D_l+    515408K            nid[001000,001+ 
3359847.2629 alya_3D_l+    502148K            nid[001253-001+ 
3359847.2630 alya_3D_l+    500332K            nid[001253-001+ 
3359847.2631 alya_3D_l+    500176K            nid[001420-001+ 
3359847.2632 alya_3D_l+    500036K            nid[001122,001+ 
3359847.2633 alya_3D_l+    516684K            nid[001000,001+ 
3359847.2634 alya_3D_l+    503468K            nid[001000,001+ 
3359847.2635 alya_3D_l+    516256K            nid[001253-001+ 
3359847.2636 alya_3D_l+    516452K            nid[001253-001+ 
3359847.2637 alya_3D_l+    501280K            nid[001122,001+ 
3359847.2638 alya_3D_l+    516376K            nid[001149,001+ 
3359847.2639 alya_3D_l+    500248K            nid[001000,001+ 
3359847.2640 alya_3D_l+    500232K            nid[001000,001+ 
3359847.2641 alya_3D_l+    515748K            nid[002657,002+ 
3359847.2642 alya_3D_l+    516128K            nid[001253-001+ 
3359847.2643 alya_3D_l+    516032K            nid[001030-001+ 
3359847.2644 alya_3D_l+    500604K            nid[001000,001+ 
3359847.2645 alya_3D_l+    500188K            nid[001149,001+ 
3359847.2646 alya_3D_l+    501584K            nid[001122,001+ 
3359847.2647 alya_3D_l+    500200K            nid[002657,002+ 
3359847.2648 alya_3D_l+    515296K            nid[001253-001+ 
3359847.2649 alya_3D_l+    500164K            nid[001000,001+ 
3359847.2650 alya_3D_l+    499896K            nid[001030-001+ 
3359847.2651 alya_3D_l+    501344K            nid[001000,001+ 
3359847.2652 alya_3D_l+    502144K            nid[001122,001+ 
3359847.2653 alya_3D_l+    514868K            nid[001253-001+ 
3359847.2654 alya_3D_l+    500252K            nid[001253-001+ 
3359847.2655 alya_3D_l+    500296K            nid[001000,001+ 
3359847.2656 alya_3D_l+    500100K            nid[001030-001+ 
3359847.2657 alya_3D_l+    501300K            nid[001000,001+ 
3359847.2658 alya_3D_l+    500276K            nid[001921-001+ 
